Id,Lot Area,Neighborhood,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Foundation,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Type,Garage Yr Blt,Garage Cars,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Mo Sold,Yr Sold,SalePrice
2640,9600,OldTown,1Fam,1.5Fin,6,8,1900,2004,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,399.0,780.0,940,476,0.0,1,0,3,Gd,7,Typ,0,Detchd,1956.0,2.0,400.0,Y,0,24,6,2006,156500
2437,8121,Gilbert,1Fam,2Story,6,5,2000,2000,VinylSd,VinylSd,None,0.0,TA,PConc,953.0,953.0,953,711,0.0,2,1,3,TA,7,Typ,1,Attchd,2000.0,2.0,460.0,Y,100,40,1,2006,172400
1123,11639,Somerst,1Fam,1Story,7,5,2007,2008,CemntBd,CmentBd,,,Gd,PConc,1428.0,1428.0,1428,0,0.0,2,0,3,Gd,6,Typ,0,Attchd,2007.0,2.0,480.0,Y,0,120,12,2008,182000
2398,13758,NridgHt,1Fam,1Story,9,5,2005,2006,VinylSd,VinylSd,BrkFace,430.0,Ex,PConc,560.0,1792.0,1792,0,1.0,2,0,2,Gd,6,Typ,1,Attchd,2005.0,3.0,925.0,Y,204,49,3,2006,372397
1420,9771,SawyerW,1Fam,2Story,6,5,1995,2002,HdBoard,HdBoard,BrkFace,190.0,Gd,PConc,298.0,1077.0,1093,1721,0.0,2,1,4,Gd,9,Typ,1,BuiltIn,1995.0,2.0,614.0,Y,48,32,6,2008,260000
2693,9000,IDOTRR,1Fam,1Story,5,4,1919,1950,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,610.0,610.0,819,0,0.0,1,0,2,Gd,4,Typ,0,,,0.0,0.0,N,0,0,9,2006,72000
1370,10320,IDOTRR,2fmCon,2Story,3,3,1915,1950,AsphShn,AsphShn,None,0.0,Fa,PConc,536.0,536.0,808,536,0.0,2,0,3,TA,8,Typ,0,,,0.0,0.0,N,42,0,5,2008,82375
392,10448,NWAmes,1Fam,SLvl,6,6,1972,1972,HdBoard,HdBoard,BrkFace,333.0,TA,CBlock,689.0,689.0,1378,741,0.0,2,1,3,TA,7,Typ,1,Attchd,1972.0,2.0,583.0,Y,0,104,8,2009,158000
1351,8635,BrkSide,1Fam,1.5Fin,5,5,1948,2001,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,295.0,672.0,1072,213,1.0,1,0,2,TA,6,Min1,0,Detchd,1948.0,1.0,240.0,Y,0,0,1,2008,127000
246,11980,SawyerW,1Fam,1Story,7,5,1987,1987,Plywood,Plywood,BrkFace,177.0,Gd,CBlock,0.0,1433.0,1433,0,1.0,1,1,1,Gd,4,Typ,2,Attchd,1987.0,2.0,528.0,Y,0,278,6,2010,270000
802,12327,SawyerW,1Fam,1.5Fin,8,8,1983,2009,Wd Sdng,Wd Sdng,None,0.0,Gd,CBlock,55.0,1496.0,1496,636,1.0,1,1,1,Gd,5,Min2,1,BuiltIn,1983.0,2.0,612.0,Y,349,40,9,2009,316600
1404,11512,Edwards,1Fam,SLvl,6,7,1959,2006,Plywood,Plywood,BrkFace,84.0,TA,CBlock,300.0,1019.0,1357,0,1.0,1,0,2,Ex,5,Typ,1,Basment,1959.0,1.0,312.0,Y,0,0,5,2008,177000
803,14684,SawyerW,1Fam,1Story,7,7,1990,1991,HdBoard,HdBoard,BrkFace,234.0,Gd,CBlock,1496.0,2158.0,2196,0,0.0,2,0,3,Gd,7,Typ,1,Attchd,1990.0,3.0,701.0,Y,84,70,6,2009,271900
1595,2665,MeadowV,TwnhsE,2Story,5,6,1976,1976,CemntBd,CmentBd,None,0.0,TA,PConc,264.0,264.0,616,688,0.0,1,1,3,TA,4,Typ,1,BuiltIn,1976.0,1.0,336.0,Y,141,24,6,2008,115000
1319,5250,OldTown,1Fam,2Story,8,5,1872,1987,MetalSd,MetalSd,None,0.0,TA,BrkTil,425.0,684.0,938,1215,0.0,2,0,4,TA,8,Typ,0,,,0.0,0.0,Y,0,54,12,2008,122000
2231,18044,Crawfor,1Fam,1Story,8,5,1986,1986,WdShing,Plywood,None,0.0,Gd,CBlock,279.0,279.0,2726,0,0.0,2,1,2,Gd,6,Typ,1,Attchd,1986.0,2.0,691.0,Y,216,64,8,2007,315000
2162,9245,CollgCr,1Fam,2Story,7,5,2006,2006,VinylSd,VinylSd,None,0.0,Gd,PConc,939.0,939.0,939,858,0.0,2,1,3,Gd,8,Typ,0,Attchd,2006.0,2.0,639.0,Y,144,53,4,2007,213500
2622,7200,NAmes,1Fam,1Story,5,7,1950,1950,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,0.0,0.0,1040,0,0.0,1,0,2,TA,5,Typ,0,Detchd,1950.0,2.0,625.0,Y,0,0,6,2006,109500
1300,6000,OldTown,1Fam,1Story,5,5,1948,1950,VinylSd,VinylSd,None,0.0,TA,CBlock,516.0,789.0,789,0,0.0,1,0,2,TA,5,Typ,0,Detchd,1948.0,1.0,250.0,Y,0,0,4,2008,115000
2505,3628,Somerst,TwnhsE,1Story,7,5,2004,2004,MetalSd,MetalSd,None,0.0,Gd,PConc,1143.0,1143.0,1143,0,0.0,1,1,1,Gd,5,Typ,1,Attchd,2004.0,2.0,588.0,Y,0,191,5,2006,176400
582,9156,NWAmes,1Fam,1Story,6,7,1968,1968,BrkFace,BrkFace,None,0.0,TA,CBlock,1489.0,1489.0,1489,0,0.0,2,0,3,Gd,7,Typ,1,Attchd,1968.0,2.0,462.0,Y,0,0,8,2009,185750
1458,9066,CollgCr,1Fam,2Story,8,5,1999,2000,VinylSd,VinylSd,BrkFace,320.0,Gd,PConc,336.0,1004.0,1004,848,0.0,2,1,3,Gd,7,Typ,2,Attchd,1999.0,3.0,660.0,Y,224,106,12,2008,230000
281,6410,Edwards,1Fam,1Story,4,5,1958,1958,WdShing,Wd Shng,None,0.0,TA,CBlock,960.0,960.0,960,0,0.0,1,0,3,TA,5,Typ,0,,,0.0,0.0,Y,0,0,5,2010,90000
1499,63887,Edwards,1Fam,2Story,10,5,2008,2008,Stucco,Stucco,Stone,796.0,Ex,PConc,466.0,6110.0,4692,950,2.0,2,1,3,Ex,12,Typ,3,Attchd,2008.0,2.0,1418.0,Y,214,292,1,2008,160000
2298,7244,Mitchel,1Fam,SFoyer,5,7,1970,1970,VinylSd,VinylSd,None,0.0,TA,CBlock,149.0,768.0,768,0,1.0,1,0,2,TA,5,Typ,0,Detchd,1987.0,2.0,624.0,Y,104,0,4,2007,129500
2580,10152,NAmes,1Fam,1Story,6,6,1956,1994,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,210.0,1124.0,1124,0,1.0,1,0,3,TA,6,Typ,1,Attchd,1956.0,1.0,353.0,Y,0,211,5,2006,153000
568,3000,Somerst,TwnhsE,2Story,6,5,2009,2009,VinylSd,VinylSd,Stone,76.0,Gd,PConc,318.0,612.0,612,612,0.0,2,1,2,Gd,4,Typ,0,Detchd,2009.0,2.0,528.0,Y,0,234,6,2009,173733
1807,7500,SawyerW,1Fam,1Story,6,5,2006,2007,VinylSd,VinylSd,None,0.0,TA,PConc,1100.0,1100.0,1100,0,0.0,1,1,3,TA,6,Typ,0,,,0.0,0.0,Y,0,136,6,2007,146000
129,17360,NAmes,1Fam,1.5Fin,6,6,1949,1950,MetalSd,MetalSd,Stone,340.0,TA,CBlock,482.0,782.0,1019,537,0.0,2,0,3,TA,6,Typ,1,Attchd,1949.0,2.0,470.0,Y,0,0,1,2010,172500
2294,15957,Mitchel,1Fam,SLvl,6,6,1977,1977,HdBoard,Plywood,None,0.0,TA,PConc,96.0,1244.0,1356,0,2.0,2,0,3,TA,6,Typ,1,Attchd,1977.0,2.0,528.0,Y,1424,0,9,2007,188000
1860,9600,Veenker,1Fam,1Story,6,8,1976,1976,MetalSd,MetalSd,None,0.0,TA,CBlock,284.0,1262.0,1262,0,0.0,2,0,3,TA,6,Typ,1,Attchd,1976.0,2.0,460.0,Y,298,0,5,2007,181500
839,10667,CollgCr,1Fam,2Story,7,6,1996,1996,VinylSd,VinylSd,None,0.0,Gd,PConc,70.0,799.0,827,834,1.0,2,1,3,Gd,6,Typ,1,Attchd,1996.0,2.0,550.0,Y,158,61,4,2009,212000
2349,10530,NWAmes,1Fam,2Story,7,5,1978,1978,Plywood,Plywood,BrkFace,68.0,TA,CBlock,945.0,945.0,945,912,0.0,2,1,4,TA,8,Typ,1,Attchd,1978.0,2.0,482.0,Y,400,105,7,2006,188900
1903,5000,BrkSide,1Fam,1Story,3,3,1946,1950,WdShing,Wd Shng,None,0.0,Fa,CBlock,367.0,666.0,666,0,0.0,1,0,2,Gd,4,Typ,0,,,0.0,0.0,N,0,52,4,2007,64500
234,17082,ClearCr,1Fam,2Story,6,5,1978,1992,VinylSd,VinylSd,BrkFace,288.0,TA,PConc,153.0,1117.0,1117,864,1.0,2,1,4,Gd,8,Typ,1,Attchd,1978.0,2.0,522.0,Y,336,104,5,2010,230000
2172,16287,Edwards,1Fam,1.5Fin,5,6,1925,1950,VinylSd,VinylSd,None,0.0,TA,CBlock,666.0,901.0,901,450,1.0,1,0,3,TA,7,Typ,1,Detchd,1975.0,2.0,576.0,N,0,0,7,2007,122000
2588,11050,NAmes,1Fam,1Story,5,5,1956,1956,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,517.0,1005.0,1005,0,0.0,1,0,2,TA,6,Typ,1,Attchd,1956.0,1.0,319.0,Y,0,0,7,2006,133500
1289,10440,OldTown,1Fam,1.5Fin,6,7,1920,1950,BrkFace,Wd Sdng,None,0.0,Gd,BrkTil,1017.0,1510.0,1584,1208,0.0,2,0,5,TA,8,Mod,2,Detchd,1920.0,2.0,520.0,Y,0,547,6,2008,256000
1596,2665,MeadowV,TwnhsE,2Story,5,7,1976,1976,CemntBd,CmentBd,None,0.0,TA,PConc,232.0,550.0,925,550,0.0,2,0,4,TA,6,Typ,1,Attchd,1976.0,1.0,336.0,Y,92,26,5,2008,129500
264,10389,CollgCr,1Fam,1Story,8,5,2003,2003,CemntBd,CmentBd,BrkFace,320.0,Gd,PConc,296.0,1978.0,1978,0,1.0,2,1,3,Gd,8,Typ,1,Attchd,2003.0,3.0,850.0,Y,188,25,5,2010,318000
451,9658,NridgHt,1Fam,1Story,8,5,2006,2006,VinylSd,VinylSd,Stone,383.0,Gd,PConc,1598.0,1598.0,1606,0,0.0,2,0,3,Gd,6,Typ,1,Attchd,2006.0,3.0,871.0,Y,230,60,7,2009,255900
536,7500,SawyerW,1Fam,1Story,6,5,2004,2004,VinylSd,VinylSd,None,0.0,TA,PConc,1158.0,1158.0,1158,0,0.0,1,1,3,Gd,5,Typ,0,,,0.0,0.0,Y,0,50,8,2009,143500
43,14122,NridgHt,1Fam,1Story,8,5,2005,2006,CemntBd,CmentBd,BrkFace,240.0,Gd,PConc,1794.0,1822.0,1822,0,0.0,2,0,3,Ex,8,Typ,1,Attchd,2005.0,3.0,678.0,Y,0,119,2,2010,259000
2223,21000,Crawfor,1Fam,1Story,6,5,1953,1953,Wd Sdng,Wd Sdng,BrkFace,184.0,TA,CBlock,905.0,1809.0,2259,0,1.0,2,0,3,Gd,7,Typ,2,Basment,1953.0,2.0,450.0,Y,166,120,10,2007,217000
2009,8737,BrkSide,1Fam,1.5Fin,6,7,1923,1950,BrkFace,Wd Sdng,None,0.0,TA,BrkTil,765.0,1065.0,915,720,0.0,1,1,3,TA,6,Typ,1,Detchd,1950.0,2.0,440.0,Y,0,38,5,2007,210000
394,8750,NAmes,1Fam,1Story,5,6,1970,1970,MetalSd,MetalSd,BrkFace,76.0,TA,CBlock,174.0,1002.0,1002,0,1.0,1,0,3,TA,5,Typ,0,Detchd,1973.0,2.0,902.0,Y,0,0,8,2009,148500
1738,8499,Gilbert,1Fam,2Story,6,5,2006,2007,VinylSd,VinylSd,None,0.0,TA,PConc,616.0,616.0,616,796,0.0,2,1,3,Gd,6,Typ,1,BuiltIn,2007.0,2.0,432.0,Y,0,36,3,2007,156932
1196,11072,NAmes,Duplex,1Story,5,5,1965,1965,HdBoard,HdBoard,None,0.0,TA,CBlock,1728.0,1728.0,1728,0,0.0,2,0,6,TA,10,Typ,0,Detchd,1987.0,2.0,576.0,Y,0,0,11,2008,145000
828,6762,CollgCr,1Fam,1Story,7,5,2007,2007,VinylSd,VinylSd,None,0.0,Gd,PConc,380.0,1282.0,1290,0,1.0,2,0,2,Gd,6,Typ,1,Attchd,2007.0,2.0,662.0,Y,168,0,5,2009,200000
1694,15431,NridgHt,1Fam,1Story,10,5,2005,2006,VinylSd,VinylSd,BrkFace,400.0,Ex,PConc,564.0,1994.0,2046,0,1.0,2,1,2,Ex,7,Typ,2,Attchd,2005.0,3.0,878.0,Y,188,65,8,2007,450000
571,3230,Somerst,TwnhsE,2Story,6,5,1999,1999,MetalSd,MetalSd,BrkFace,894.0,TA,PConc,348.0,729.0,742,729,0.0,2,1,3,TA,6,Typ,0,Detchd,1999.0,2.0,440.0,Y,0,24,3,2009,172500
1192,10800,NWAmes,1Fam,2Story,6,7,1974,1997,HdBoard,HdBoard,None,0.0,TA,CBlock,384.0,1522.0,1548,1066,0.0,2,1,4,TA,9,Typ,1,Attchd,1974.0,2.0,624.0,Y,38,243,6,2008,240000
1806,11143,Somerst,1Fam,2Story,8,5,2004,2005,CemntBd,CmentBd,None,0.0,Gd,PConc,1580.0,1580.0,1580,886,0.0,3,0,4,Gd,8,Typ,1,Attchd,2004.0,2.0,610.0,Y,159,214,12,2007,340000
962,8925,Timber,1Fam,1Story,8,5,2007,2007,VinylSd,VinylSd,None,0.0,Gd,PConc,1450.0,1466.0,1466,0,0.0,2,0,3,Gd,7,Typ,0,Attchd,2007.0,3.0,610.0,Y,100,18,7,2009,201000
2142,10356,CollgCr,1Fam,1Story,5,6,1975,1975,HdBoard,HdBoard,None,0.0,TA,CBlock,253.0,969.0,969,0,0.0,1,1,3,TA,5,Typ,0,Attchd,1975.0,2.0,440.0,Y,0,0,1,2007,122000
1648,12299,NWAmes,1Fam,1Story,7,6,1978,1985,Plywood,Plywood,Stone,67.0,TA,CBlock,201.0,1529.0,1664,0,1.0,2,0,3,Gd,7,Typ,1,Attchd,1978.0,2.0,663.0,Y,0,0,9,2007,213000
618,9900,NAmes,1Fam,1Story,6,5,1967,1967,BrkComm,Brk Cmn,None,0.0,Gd,CBlock,507.0,1680.0,1691,0,1.0,1,0,2,TA,5,Typ,0,Attchd,1967.0,2.0,550.0,Y,0,67,4,2009,175000
2108,6762,CollgCr,1Fam,1Story,7,5,2007,2007,VinylSd,VinylSd,BrkFace,108.0,Gd,PConc,544.0,1208.0,1208,0,1.0,2,0,2,Gd,6,Typ,0,Attchd,2007.0,2.0,628.0,Y,105,54,9,2007,195400
772,11625,Sawyer,1Fam,1Story,5,6,1967,1967,HdBoard,HdBoard,BrkFace,172.0,TA,CBlock,525.0,1052.0,1052,0,0.0,1,1,3,TA,6,Typ,1,Attchd,1984.0,1.0,668.0,Y,0,215,4,2009,113500
2672,6435,BrkSide,1Fam,1.5Fin,6,5,1939,1950,MetalSd,MetalSd,None,0.0,TA,BrkTil,972.0,972.0,972,605,0.0,1,0,3,Fa,6,Typ,1,Detchd,1939.0,1.0,312.0,Y,0,0,10,2006,140200
2492,8450,Sawyer,1Fam,1Story,5,6,1968,1968,Plywood,Plywood,BrkFace,90.0,TA,CBlock,450.0,882.0,909,0,0.0,1,0,3,TA,5,Typ,0,Attchd,1968.0,1.0,294.0,Y,0,155,11,2006,116000
2903,11577,Timber,1Fam,1Story,9,5,2005,2006,VinylSd,VinylSd,BrkFace,382.0,Ex,PConc,383.0,1838.0,1838,0,1.0,2,0,3,Ex,9,Typ,1,Attchd,2005.0,3.0,682.0,Y,161,225,9,2006,359900
2783,8340,CollgCr,1Fam,2Story,6,6,1977,1977,HdBoard,Plywood,BrkFace,62.0,TA,CBlock,166.0,675.0,686,702,0.0,1,1,3,TA,6,Typ,0,Attchd,1977.0,1.0,317.0,Y,406,36,12,2006,157500
786,10708,ClearCr,1Fam,1Story,5,5,1955,1993,Wd Sdng,Wd Sdng,None,0.0,Gd,CBlock,470.0,1617.0,1867,0,1.0,1,0,2,TA,7,Typ,3,Attchd,1955.0,1.0,303.0,Y,476,0,11,2009,190000
740,6911,BrkSide,1Fam,1Story,5,5,1924,1950,Wd Sdng,Wd Sdng,None,0.0,TA,PConc,740.0,1145.0,1301,0,0.0,1,0,2,Fa,5,Min1,0,Detchd,1965.0,2.0,440.0,Y,0,0,10,2009,100000
2546,8800,NAmes,1Fam,1Story,6,6,1964,1964,HdBoard,HdBoard,BrkFace,425.0,TA,CBlock,698.0,1251.0,1251,0,1.0,1,0,3,TA,6,Typ,2,Attchd,1964.0,1.0,461.0,Y,0,116,3,2006,160000
851,10739,CollgCr,1Fam,1Story,7,5,2002,2001,VinylSd,VinylSd,BrkFace,68.0,Gd,PConc,172.0,1431.0,1444,0,1.0,2,0,3,Gd,6,Typ,0,Attchd,2002.0,2.0,577.0,Y,144,40,4,2009,203000
1833,9572,NoRidge,1Fam,2Story,8,5,1990,1990,Wd Sdng,Wd Sdng,BrkFace,336.0,Gd,PConc,971.0,1453.0,1453,1357,0.0,2,1,4,Gd,9,Typ,1,Attchd,1990.0,2.0,750.0,Y,500,0,6,2007,302000
76,8012,SawyerW,TwnhsE,1Story,6,5,1980,1980,Plywood,Plywood,None,0.0,TA,CBlock,261.0,923.0,923,0,0.0,2,0,2,TA,5,Typ,1,Attchd,1980.0,1.0,264.0,Y,80,0,5,2010,143000
2151,16226,CollgCr,1Fam,2Story,8,5,1998,1999,VinylSd,VinylSd,None,0.0,Gd,PConc,747.0,1028.0,1210,1242,0.0,2,1,4,Gd,9,Typ,1,BuiltIn,1998.0,2.0,683.0,Y,208,50,5,2007,267000
1880,10899,NAmes,Duplex,1Story,4,5,1964,1964,HdBoard,HdBoard,None,0.0,TA,Slab,0.0,0.0,1224,0,0.0,2,0,2,TA,8,Typ,0,CarPort,1964.0,3.0,530.0,Y,0,0,4,2007,103000
2907,4500,Mitchel,TwnhsE,1Story,6,5,1998,1998,VinylSd,VinylSd,BrkFace,443.0,TA,PConc,36.0,1237.0,1337,0,1.0,2,0,2,TA,5,Typ,0,Attchd,1998.0,2.0,405.0,Y,0,199,3,2006,153500
1831,16647,Sawyer,1Fam,SFoyer,5,5,1975,1981,HdBoard,HdBoard,None,0.0,TA,CBlock,0.0,1390.0,1701,0,1.0,2,0,3,TA,6,Min2,2,Basment,1975.0,2.0,611.0,Y,0,0,1,2007,171000
2836,8707,Edwards,1Fam,1.5Fin,4,5,1924,1950,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,1093.0,1093.0,1093,576,0.0,1,1,4,TA,9,Min2,0,Attchd,1924.0,1.0,288.0,Y,0,0,5,2006,107000
1955,8300,NAmes,1Fam,1Story,6,6,1968,1968,Wd Sdng,Wd Sdng,BrkFace,86.0,TA,CBlock,0.0,952.0,952,0,1.0,1,0,3,TA,5,Typ,0,Attchd,1968.0,1.0,288.0,Y,0,0,8,2007,128500
1926,9770,NAmes,1Fam,1Story,5,5,1957,1957,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,410.0,922.0,922,0,1.0,1,0,2,TA,5,Typ,0,Attchd,1957.0,1.0,308.0,Y,0,34,4,2007,116000
2924,17400,Mitchel,1Fam,1Story,5,5,1977,1977,BrkFace,BrkFace,None,0.0,TA,CBlock,190.0,1126.0,1126,0,1.0,2,0,3,TA,5,Typ,1,Attchd,1977.0,2.0,484.0,P,295,41,5,2006,160000
1003,5070,StoneBr,TwnhsE,1Story,8,5,1992,1992,HdBoard,HdBoard,None,0.0,Gd,PConc,1280.0,1280.0,1280,0,0.0,2,0,2,Gd,5,Typ,0,Attchd,1992.0,2.0,506.0,Y,0,82,8,2008,180000
1667,7920,NAmes,1Fam,1Story,5,5,1970,2002,HdBoard,HdBoard,BrkFace,32.0,TA,CBlock,214.0,914.0,914,0,0.0,1,0,3,Ex,5,Typ,0,Attchd,1970.0,1.0,368.0,Y,120,0,10,2007,133000
2905,7020,Mitchel,Duplex,SFoyer,7,5,1997,1997,MetalSd,MetalSd,BrkFace,200.0,TA,PConc,45.0,1288.0,1368,0,2.0,2,0,2,TA,8,Typ,0,Attchd,1997.0,4.0,784.0,Y,0,48,11,2006,215000
921,7500,Crawfor,1Fam,2Story,6,7,1942,1950,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,224.0,771.0,753,741,0.0,1,0,3,Gd,7,Typ,2,Attchd,1942.0,1.0,213.0,P,0,0,11,2009,177500
1780,10612,Somerst,1Fam,1Story,8,5,2006,2006,VinylSd,VinylSd,BrkFace,248.0,Gd,PConc,1496.0,1524.0,1534,0,0.0,2,0,3,Gd,7,Typ,1,Attchd,2006.0,2.0,484.0,Y,168,46,1,2007,215000
746,6120,BrkSide,1Fam,1.5Fin,5,6,1938,1950,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,679.0,952.0,994,588,0.0,2,0,3,TA,6,Typ,1,Detchd,1938.0,1.0,250.0,Y,189,0,2,2009,150000
254,12376,SawyerW,1Fam,2Story,7,5,1990,1990,Plywood,Plywood,None,0.0,TA,PConc,203.0,1673.0,1699,1523,1.0,3,0,5,Gd,11,Typ,2,Attchd,1990.0,3.0,594.0,Y,367,0,5,2010,320000
606,10004,NAmes,1Fam,1Story,6,6,1964,1964,HdBoard,Plywood,BrkFace,180.0,TA,CBlock,975.0,1516.0,1516,0,0.0,1,1,3,TA,6,Typ,0,Attchd,1964.0,2.0,472.0,Y,0,0,2,2009,167000
2703,8250,Edwards,1Fam,1Story,5,7,1935,1950,Wd Sdng,Wd Sdng,None,0.0,TA,Slab,0.0,0.0,1032,0,0.0,1,0,2,TA,6,Typ,1,Detchd,1939.0,1.0,260.0,Y,0,0,6,2006,125000
1306,12205,OldTown,1Fam,1Story,3,1,1949,1992,MetalSd,MetalSd,None,0.0,TA,BrkTil,448.0,448.0,1588,0,0.0,2,0,5,TA,6,Maj2,0,,,0.0,0.0,N,0,0,12,2008,65000
2102,11175,CollgCr,1Fam,1Story,7,5,2007,2007,VinylSd,VinylSd,None,0.0,Gd,PConc,1316.0,1316.0,1316,0,0.0,2,0,3,Gd,6,Typ,1,Attchd,2007.0,2.0,440.0,Y,0,20,10,2007,200141
1784,9965,Somerst,1Fam,1Story,7,5,2007,2007,VinylSd,VinylSd,,,Gd,PConc,1528.0,1528.0,1528,0,0.0,3,2,3,Gd,6,Typ,1,Attchd,2007.0,2.0,480.0,Y,0,228,9,2007,235876
941,8660,IDOTRR,1Fam,2Story,5,6,1900,1993,AsbShng,AsbShng,None,0.0,TA,BrkTil,760.0,760.0,928,928,0.0,2,0,5,Gd,11,Typ,0,Detchd,1998.0,2.0,576.0,Y,467,160,12,2009,123000
2699,12375,Sawyer,1Fam,1.5Fin,5,5,1951,1951,HdBoard,HdBoard,Stone,41.0,TA,CBlock,477.0,806.0,1081,341,1.0,1,0,3,TA,7,Typ,1,Detchd,1951.0,1.0,288.0,Y,0,0,6,2006,137500
2127,8070,CollgCr,1Fam,1Story,4,5,1994,1995,VinylSd,VinylSd,None,0.0,TA,PConc,402.0,990.0,990,0,1.0,1,0,3,TA,5,Typ,0,,,0.0,0.0,Y,0,0,8,2007,123600
2607,8658,NAmes,1Fam,1Story,6,5,1965,1965,Wd Sdng,Wd Sdng,BrkFace,101.0,TA,CBlock,445.0,1088.0,1324,0,0.0,2,0,3,TA,6,Typ,1,Attchd,1965.0,2.0,440.0,Y,0,138,12,2006,160000
1754,8063,Gilbert,1Fam,2Story,6,5,2000,2000,VinylSd,VinylSd,None,0.0,TA,PConc,924.0,924.0,948,742,0.0,2,1,3,TA,7,Typ,1,Attchd,2000.0,2.0,463.0,Y,100,48,11,2007,181000
1367,8235,OldTown,1Fam,1Story,5,7,1955,1995,MetalSd,MetalSd,None,0.0,TA,CBlock,0.0,825.0,825,0,1.0,1,0,2,TA,4,Typ,0,Detchd,1963.0,2.0,720.0,Y,140,50,6,2008,125000
580,11700,NWAmes,1Fam,2Story,6,6,1968,1968,MetalSd,MetalSd,None,0.0,TA,CBlock,429.0,727.0,829,727,0.0,1,1,4,TA,8,Typ,0,Attchd,1968.0,2.0,441.0,Y,0,0,5,2009,154000
341,12961,Mitchel,1Fam,2Story,6,5,1993,1994,VinylSd,VinylSd,None,0.0,Gd,PConc,208.0,1152.0,1152,645,1.0,2,1,3,Gd,7,Typ,1,Attchd,1993.0,2.0,616.0,Y,162,312,3,2010,231000
26,8450,NAmes,1Fam,1Story,5,6,1968,1968,VinylSd,VinylSd,None,0.0,TA,CBlock,281.0,1056.0,1056,0,1.0,1,0,3,TA,6,Typ,1,Attchd,1968.0,1.0,304.0,Y,0,85,7,2010,142000
2667,22950,OldTown,1Fam,2.5Fin,10,9,1892,1993,Wd Sdng,Wd Sdng,None,0.0,Gd,BrkTil,1107.0,1107.0,1518,1518,0.0,2,1,4,Ex,12,Typ,2,Detchd,1993.0,3.0,840.0,Y,0,260,6,2006,475000
2884,5748,Crawfor,TwnhsE,1Story,8,5,2005,2006,CemntBd,CmentBd,Stone,473.0,Gd,PConc,0.0,1573.0,1778,0,2.0,2,0,2,Ex,5,Typ,1,Attchd,2005.0,2.0,495.0,Y,123,53,2,2006,375000
28,10500,NAmes,1Fam,1Story,4,5,1971,1971,HdBoard,HdBoard,None,0.0,TA,CBlock,432.0,864.0,864,0,0.0,1,0,3,TA,5,Typ,1,,,0.0,0.0,Y,0,0,4,2010,115000
531,7500,Somerst,1Fam,1Story,7,5,2004,2005,VinylSd,VinylSd,None,0.0,Gd,PConc,811.0,1221.0,1221,0,1.0,2,0,2,Gd,6,Typ,0,Attchd,2004.0,2.0,400.0,Y,0,113,10,2009,185000
2189,10042,Edwards,1Fam,1.5Fin,6,8,1920,1995,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,238.0,660.0,740,125,1.0,1,0,2,TA,4,Typ,1,Detchd,1920.0,1.0,216.0,Y,0,0,8,2007,108500
2508,2544,Somerst,Twnhs,2Story,7,5,2005,2005,MetalSd,MetalSd,None,0.0,Gd,PConc,600.0,600.0,520,623,0.0,2,1,2,Gd,4,Typ,0,Detchd,2005.0,2.0,480.0,Y,0,166,7,2006,147400
573,3768,Somerst,TwnhsE,2Story,7,5,1999,1999,MetalSd,MetalSd,BrkFace,218.0,Gd,PConc,142.0,691.0,713,739,1.0,2,1,3,Gd,6,Typ,0,Detchd,1999.0,2.0,506.0,Y,0,34,9,2009,156000
1363,10320,IDOTRR,1Fam,1.5Fin,5,6,1915,1978,HdBoard,HdBoard,None,0.0,TA,BrkTil,880.0,880.0,880,428,0.0,2,0,2,TA,6,Typ,0,Detchd,1950.0,2.0,400.0,Y,0,0,4,2008,120000
487,9734,Gilbert,1Fam,SLvl,7,5,2004,2004,VinylSd,VinylSd,None,0.0,Gd,PConc,30.0,384.0,744,630,0.0,2,1,3,Gd,7,Typ,0,BuiltIn,2004.0,2.0,400.0,Y,0,0,5,2009,167000
1083,3182,Blmngtn,TwnhsE,1Story,7,5,2005,2006,VinylSd,VinylSd,BrkFace,14.0,Gd,PConc,1330.0,1346.0,1504,0,0.0,2,0,2,Gd,7,Typ,1,Attchd,2005.0,2.0,437.0,Y,156,20,5,2008,191000
